,name,description,country,documentUrl,startDate,endDate,oecdId
484,REGULATORY SANDBOXES – ENABLING INNOVATION AND ADVANCING REGULATION,"Regulatory Sandboxes provide settings for testing digital innovations under real conditions and developing a smart regulatory framework - by making use of flexibility in the legal framework, e.g. provided in experimentation clauses.",Germany,www.reallabore-bmwi.de (English Version available),2018,,25893
485,REGULATORY TECHNOLOGY INNOVATION CHALLENGES,Regulatory Technology Innovation Challenges will provide AUD 10.0 million (EUR 6 million) in grants to Australian businesses to develop regulatory technology solutions that will help reduce compliance burdens on business. This initiative will establish a new round under the Business Research and Innovation Initiative (BRII).,Australia,https://www.business.gov.au/Grants-and-Programs/Business-Research-and-Innovation-Initiative,2020,,26784
487,REPORT ON ADDRESSING TRUST IN PUBLIC SECTOR DATA USE,"The report analyses projects where data has been shared between government departments, and with commercial organisations, identifying recurring barriers, and the steps that were taken to address them. It focuses on citizen trust, which the report argues needs to be addressed if we are to maximise the value of data held. It includes a new framework to drive forward trustworthy data sharing in the public interest.",United Kingdom,https://www.gov.uk/government/publications/cdei-publishes-its-first-report-on-public-sector-data-sharing,2019,2020,26713
488,Report on Public Views on Artificial Intelligence and Intellectual Property Policy,"The report takes a comprehensive look at a wide variety of stakeholder views on the impact of artificial intelligence (AI) across the intellectual property (IP) landscape, including patent, trademark, copyright, and trade secret policy, as well as developing issues about database protection.",United States,https://www.uspto.gov/sites/default/files/documents/USPTO_AI-Report_2020-10-07.pdf,2020,,26881
489,"REPORT ON SAFETY AND LIABILITY IMPLICATIONS OF ARTIFICIAL INTELLIGENCE, THE INTERNET OF THINGS AND ROBOTICS",This report aims to analyse the fitness of currently European Union legislation on product safety and liability to emerging new technologies.,European Union,https://ec.europa.eu/info/publications/commission-report-safety-and-liability-implications-ai-internet-things-and-robotics-0_en,2020,,26922
490,Report on the Robustness and Explainability of Artificial Intelligence,The EU has identified the concepts of robustness and explainability of AI systems as key elements for a future regulation of this technology.,European Union,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC119336/dpad_report.pdf,2020,,26955
491,REQUEST FOR INFORMATION ON ARTIFICIAL INTELLIGENCE TECHNICAL STANDARDS AND TOOLS,"The February 11, 2019, Executive Order on Maintaining American Leadership in Artificial Intelligence (AI) directs the National Institute of Standards and Technology (NIST) to create a plan for Federal engagement in the development of technical standards and related tools in support of reliable, robust, and trustworthy systems that use AI technologies (Plan). This notice requests information to help NIST understand the current state, plans, challenges, and opportunities regarding the development and availability of AI technical standards and related tools, as well as priority areas for federal involvement in AI standards-related activities. To assist in developing the Plan, NIST will consult with Federal agencies, the private sector, academia, non-governmental entities, and other stakeholders with interest in and expertise relating to AI.",United States,https://www.federalregister.gov/documents/2019/05/01/2019-08818/artificial-intelligence-standards,2019,2019,24485
495,RESEARCH PROGRAMME ON GOVERNANCE OF AI AND DATA USE,"Set up at the Singapore Management University (SMU) School of Law, this five-year Research Programme on the Governance of AI and Data Use will conduct scholarly research on policy, legal, regulatory, governance, ethics and other issues relating to AI and data use.",Singapore,https://caidg.smu.edu.sg,2018,2023,24365
496,Resolution on a Comprehensive European industrial policy on artificial intelligence and robotics,"This resolution concerns the impact of AI on industrial policy and was initiated by the Committee on Industry, Research and Energy (ITRE), which calls to ‘maximise the benefits and minimise the risks for society and ensure a safe, equitable development of AI.",European Union,https://www.europarl.europa.eu/doceo/document/TA-8-2019-0081_EN.html,2019,,26913
497,Resolution on automated decision-making process,On 12 February 2020 the European Parliament adopted a resolution on automated decision-making processes: ensuring consumer protection and free movement of goods and services.,European Union,https://www.europarl.europa.eu/doceo/document/B-9-2020-0094_EN.html,2020,,26886
498,Resolution on autonomous weapon systems,"The resolution calls on the Vice-President of the Commission / High Representative for Foreign Affairs and Security Policy (VP/HR), the Member States and the European Council to develop and adopt a common position on lethal autonomous weapon systems.",European Union,https://www.europarl.europa.eu/doceo/document/TA-8-2018-0341_EN.html,2018,,26918
499,Resolution on Civil Law Rules on Robotics and AI,In February 2017 the European Parliament called upon the Commission to table a legislative proposal laying down a set of civil law rules on robotics and artificial intelligence.,European Union,https://www.europarl.europa.eu/doceo/document/TA-8-2017-0051_EN.html,2017,,26912
501,Resolution on language equality in the digital age,"As there have been substantial breakthroughs in artificial intelligence and the pace of development in language technologies, this resolution calls on the Council to draft a recommendation on the protection and promotion of cultural and linguistic diversity in the Union, including in the sphere of language technologies.",European Union,https://www.europarl.europa.eu/doceo/document/TA-8-2018-0332_EN.html,2018,,26919
502,REVIEW INTO BIAS IN ALGORITHMIC DECISION-MAKING,The Centre for Data Ethics & Innovation (CDEI) has published its review into bias in algorithmic decision-making.,United Kingdom,https://cdei.blog.gov.uk/2020/11/26/overview-of-our-review-into-bias-in-algorithmic-decision-making/,2020,,26980
503,"ROAD MAP, FOCUSED ON THE DEVELOPMENT OF COMPETENCIES","Roadmap aimed the development of competencies in the field of smart technologies, artificial intelligence, integration of cyber-physical systems, energy of the future, design and engineering through the construction of an effective scientific and innovative system on the basis of research universities, high-tech Park ""Astana Business Campus"" Autonomous educational organization ""Nazarbayev University"" and Technopark ""Alatau"" in Almaty, for 2016-2018",Kazakhstan,http://adilet.zan.kz/kaz/docs/P1600000547,2016,2018,25227
504,Road Traffic (Autonomous Motor Vehicles) Rules,"Singapore's Road Traffic (Autonomous Motor Vehicles) Rules expanded the definition of ""motor vehicle"" in the Road Traffic Act to include ""autonomous motor vehicle"".",Singapore,https://sso.agc.gov.sg/SL/RTA1961-S464-2017?DocDate=20170823,2017,,26872
507,Ruling against an automated surveillance system for detecting welfare fraud,"The Hague District Court delivered a judgment in a case about the Systeem Risico Indicatie, or SyRI.",Netherlands,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:1878,2020,,26898
508,SANDBOX ON PRIVACY BY DESIGN AND DEFAULT IN AI,"In November 2020, Colombia released its sandbox on Privacy by Design and Default in artificial intelligence ('AI') projects.",Colombia,https://www.sic.gov.co/sites/default/files/normatividad/112020/031120_Sandbox-sobre-privacidad-desde-el-diseno-y-por-defecto.pdf,2020,,26973
509,Saudi Arabia's National Data and AI Strategy,Saudi Arabia revealed its National Strategy for Data & AI (NSDAI) which aims to make the country a global leader in Artificial Intelligence by 2030.,Saudi Arabia,https://ai.sa/Brochure_NSDAI_Summit%20version_EN.pdf,2020,,26934
511,SCIENTIFIC ADVICE TO EUROPEAN POLICY IN A COMPLEX WORLD,This opinion by the Group of Chief Scientific Advisors recommends ways to generate high quality scientific advice for European policy.,European Union,https://ec.europa.eu/research/sam/index.cfm?pg=science,2019,,25609
513,SERVICES & DIGITAL ECONOMY TECHNOLOGY ROADMAP AND SERVICES 4.0,SDE TRM is an important component of the Digital Economy Framework for Action to guide IMDA’s industry development plans and regulatory approaches for the Infocomm and Media (ICM) sector.,Singapore,https://www2.imda.gov.sg/infocomm-media-landscape/SGDigital/Services-and-Digital-Economy-Technology-Roadmap,2018,,24611
514,SFI RESEARCH CENTRES AND SPOKES PROGRAMME,"The Research Centres Programme, launched in 2012, aims to develop a set of world-leading, large-scale research centres on a themed basis in order to align this major investment to areas which can generate maximum economic and societal benefit for Ireland.",Ireland,http://www.sfi.ie/sfi-research-centres/,2012,,3191
515,SINGAPORE'S NATIONAL AI STRATEGY,"The National Artificial Intelligence (AI) Strategy, a key step in Singapores Smart Nation journey, spells out the plans to deepen the use of AI technologies to transform Singapore, going beyond just adopting technology, to fundamentally rethinking business models and making deep changes to reap productivity gains and create new areas of growth.",Singapore,https://www.smartnation.sg/why-Smart-Nation/NationalAIStrategy,2019,,26499
516,SLOVENIA'S NATIONAL PROGRAMME ON AI,"Slovenia's AI strategy is in progress. As of April 2020, the first draft of the national programme was published.",Slovenia,https://www.gov.si/assets/ministrstva/MJU/DID/NpAI_SI_2020-08-20_draft.pdf,2019,2025,14677
517,SLOVENIAN ARTIFICIAL INTELLIGENCE SOCIETY,SLAIS (Slovenian Artificial Intelligence Society) is an association of researchers and practitioners in the field of Artificial Intelligence in Slovenia.,Slovenia,http://slais.ijs.si/,1992,,25023
518,SME:DIGITAL,"A coordinated scheme to support the digital transformation of Danish SMEs, which can benefit their ability to innovate in AI.",Denmark,https://smvdigital.dk/,2018,,26489
519,SOCIAL PRINCIPLES OF HUMAN-CENTRIC AI,The principles contain the baseline of what each stakeholder should keep in mind in order for AI to be accepted and properly used by society.,Japan,https://www.cas.go.jp/jp/seisaku/jinkouchinou/pdf/humancentricai.pdf,2019,,24341
520,"SOCIETY FOR MEASUREMENT, AUTOMATION AND ROBOTICS","GMAR is the Austrian platform for measurement, automation and robotics technology and sees itself as a complete representation of companies, research institutions, scientific institutions, educational institutions and technicians in Austria.",Austria,https://produktionderzukunft.at/en/platforms/gmar.php,2015,,26770
522,"SPACE INFRASTRUCTURE FUND - ROBOTICS, AUTOMATION AND AI COMMAND AND CONTROL CENTRE","The Space Infrastructure Fund (SIF) is a AUD $19.5 million (EUR 11.8 million) investment in seven infrastructure projects to drive the growth of Australia’s space sector. The Space Infrastructure Fund: Robotics, Automation and Artificial Intelligence (AI) Command and Control Centre grant opportunity provided a single grant of up to AUD 4.5 million (EUR 2.7 million) over three years, to establish the Robotics, Automation and AI command and Control Centre (the Centre) in Western Australia.",Australia,https://www.business.gov.au/Grants-and-Programs/Space-Infrastructure-Fund-Robotics-Automation-Artificial-Intelligence-Command-and-Control-Centre,2020,2023,26787
523,SPACERESOURCES.LU,"Within the SpaceResources.lu initiative, the country’s overall framework, including but not limited to the legal regime, supports any space companies as well as bolstering global security and stimulating emerging sectors such as robotics and artificial intelligence.",Luxembourg,http://www.spaceresources.public.lu/en.html,2016,,1335
524,Spanish Data Protection Agency,The Spanish Data Protection Agency oversees compliance with the legal provisions on the protection of personal data.,Spain,https://www.aepd.es/sites/default/files/2020-07/adecuacion-rgpd-ia-en.pdf,1994,,26950
525,SPANISH NATIONAL AI STRATEGY,"In November 2020, Spanish Prime Minister Pedro Sanchez unveiled Spain’s national artificial intelligence strategy.",Spain,https://www.lamoncloa.gob.es/presidente/actividades/Documents/2020/021220-ENIA.pdf,2020,,26978
526,SPANISH RDI STRATEGY IN ARTIFICIAL INTELLIGENCE,The RDI Strategy in AI report describes six priorities and seven recommendations to guide the further development of a national strategy.,Spain,http://www.ciencia.gob.es/stfls/MICINN/Ciencia/Ficheros/Estrategia_Inteligencia_Artificial_EN.PDF,2019,,24271
527,Special Committee on Artificial Intelligence in the Digital Age,The European Parliament set up a special committee on AI on 18 June 2020.,European Union,https://www.europarl.europa.eu/committees/en/aida-committee-to-look-into-the-impact-o/product-details/20200921CAN57412,2020,2021,26920
528,"SPECIAL PROGRAM ""AUTONOMOUS - PERFORMING ARTS AND ARTIFICIAL INTELLIGENCE""",The program supports the artistic and cultural landscape with a special focus on the promotion of the independent performing arts dealing with AI.,Germany,https://www.fonds-daku.de/,2019,2021,25892
529,STANDARDS AUSTRALIA ARTIFICIAL INTELLIGENCE ROADMAP REPORT,To develop a roadmap of Australia's engagement in the development of AI standards nationally and internationally.,Australia,https://www.standards.org.au/news/standards-australia-sets-priorities-for-artificial-intelligence,2019,2020,24475
531,STEM CELL NETWORK,"The Stem Cell Network (SCN) is a national not-for-profit corporation dedicated to enabling the translation of stem cell research into clinical applications, commercial products and public policy.",Canada,https://stemcellnetwork.ca/,2016,,24402
532,STRATEGIC ACTION PLAN ON ARTIFICIAL INTELLINGENCE (SAPAI),"This Strategic Action Plan for AI describes the course that the Netherlands wants to take. It is a first step towards initiating concrete measures to achieve the intended acceleration and national profiling. To achieve its goals, the government cooperates with the Dutch AI Coalition. Here, companies, government agencies, knowledge institutions and educational institutions will work together to implement new AI actions that help the specific domains and sectors.",Netherlands,https://www.government.nl/documents/reports/2019/10/09/strategic-action-plan-for-artificial-intelligence,2019,,25502
533,Strategy for Automated and Connected Driving,"In the Strategy for Automated and Connected Driving, the German federal government set the goal of ensuring Germany's pioneering role in automated driving.",Germany,https://www.bmvi.de/SharedDocs/EN/publications/strategy-for-automated-and-connected-driving.pdf?__blob=publicationFile,2015,,26812
534,STRATEGY FOR CONNECTED INDUSTRY 4.0,"The Connected Industry 4.0 strategy is Spain’s response to increasingly globalised, demanding and competitive markets. Altogether, eight core challenges and competitive requirements of Industry 4.0 are defined, where digital enablers play a vital role, e.g. optimisation of supply chains, flexibility and efficiency of production means, etc.",Spain,http://www.industriaconectada40.gob.es/Paginas/index.aspx#inicio,2015,,16439
535,STRATEGY FOR THE DEVELOPMENT OF ARTIFICIAL INTELLIGENCE IN THE REPUBLIC OF SERBIA FOR THE PERIOD 2020-2025,"The Strategy for the Development of Artificial Intelligence in the Republic of Serbia for the period 2020-2025 (the Strategy) defines objectives and measures for the development of artificial intelligence whose implementation should result in economic growth, improvement of public services, advancement of scientific staff, and development of skills for the jobs of the future; also, the implementation of the Strategy measures should ensure that artificial intelligence in the Republic of Serbia is developed and implemented in a safe manner and in accordance with internationally recognized ethical principles, in order to exploit the potential of this technology to improve the quality of life of each individual and the society as a whole, as well as to achieve Sustainable Development Goals.",Serbia,https://www.srbija.gov.rs/tekst/en/149169,2020,,26466
536,SUPERCOMPUTER NATIONAL CENTRE - IT4INNOVATIONS,"IT4Innovation is a research, development, and innovation centre active in the field of high-performance computing (HPC) and data analysis (HPDA).",Czech Republic,https://eurohpc-ju.europa.eu/news/new-eurohpc-world-class-supercomputer-czech-republic,2011,,26929
537,SUPPORT PROGRAM FOR EMERGING TECHNOLOGIES BASED ON 5G,"The program aims at developing the use of emerging technologies within the national territory, by creating centers for research in the cities with an ongoing 5G trial and co-financing projects.",Italy,https://www.mise.gov.it/images/stories/documenti/DM%2026%20marzo%202019%20GURI%20n.%20100-2019.pdf ; https://www.mise.gov.it/images/stories/documenti/Programma%20supporto%20tecnologie%20emergenti%205G.pdf,2019,,24914
539,"Technical Committee on Standardisation ""Artificial Intelligence""",The Committee was established on the basis of the Russian Venture Company in accordance with the order of Rosstandart to increase the efficiency of development of the regulatory and technical base in the field of AI.,Russian Federation,https://www.rvc.ru/eco/expertise/tc164/,2019,,24906
540,Technological free zones,"The ZLTs will focus on innovation and testing emerging technologies like artificial intelligence (AI), blockchain, big data, and 5G in real environments. The project is part of the Portuguese government’s digital transition plan that is aimed at boosting social-economic progress and facilitating the country’s transition to a sustainable economy.",Portugal,https://dre.pt/application/conteudo/132133788,2020,,26720
541,TECHNOLOGY PACT,"The pact signed by 80 participating institutions aims to attract 250 participating members and to increase the number of students selecting STEM subjects (science, technology, engineering and mathematics) by 20%, or 10,000 students by 2025.",Denmark,https://em.dk/nyhedsarkiv/2018/januar/teknologipagt-skal-loefte-danskernes-digitale-og-teknologiske-kompetencer/,2018,,24780
542,The 21st CENTURY CURES ACT,"This piece of legislation provides NIH with critical tools and resources to advance biomedical research across the spectrum, from foundational basic research studies to advanced clinical trials of promising new therapies.",United States,https://www.nih.gov/research-training/medical-research-initiatives/cures,2016,,25080
543,THE 6TH NATIONAL INFORMATISATION MASTER PLAN FOR AN INTELLIGENT INFORMATION SOCIETY,This is a plan for making a paradigm shift in the nations use of information technology towards an intelligent hyper-connected information-based nation in response to the Fourth Industrial Revolution.,Korea,https://www.msit.go.kr/web/msipContents/contentsView.do?cateId=mssw11211&artId=1557222,2018,,24311
544,THE AIM INITIATIVE: A STRATEGY FOR AUGMENTING INTELLIGENCE USING MACHINES,The Augmenting Intelligence using Machines (AIM) Strategy provides the framework for the incorporation of AIM technologies to accelerate mission capability development across the Intelligence Community.,United States,https://www.dni.gov/index.php/newsroom/reports-publications/item/1940-the-aim-initiative-a-strategy-for-augmenting-intelligence-using-machines,2019,,24940
546,THE CONFERENCE TOWARD AI NETWORK SOCIETY,"This multi-stakeholder (industry, academia, consumer organisation and government) conference body discusses on the issues that the development and deployment of AI network may bring to the society.",Japan,http://www.soumu.go.jp/main_sosiki/kenkyu/ai_network/index.html (in Japanese),2016,,24347
547,THE DATA PROTECTION AUTHORITY,The Act No. 90/2018 on Data Protection and the Processing of Personal Data (the ‘DPA’) implements the GDPR in Iceland. The law contains derogations and exemptions from the position under the GDPR in certain permitted areas.,Iceland,https://www.personuvernd.is/information-in-english/,2018,,26297
548,THE DEVELOPMENT OF THE DIGITAL GOVERNMENT OF THE BICENTENARY,"A directive for the project formulation, articulation of actions, inter-institutional collaboration and transversal generation of digital government capacity.",Costa Rica,https://www.imprentanacional.go.cr/pub/2018/10/23/COMP_23_10_2018.pdf,2018,,25908
549,THE DNA TECHNOLOGY (USE AND APPLICATION) REGULATION BILL,"Recognizing the need for regulation of the use and application of Deoxyribonucleic Acid (DNA) technology in the country, “The DNA Technology (Use and Application) Regulation Bill - 2019”, has been formulated for establishing identity of missing persons, victims, offenders, under trials and unknown deceased persons.",India,http://www.dbtindia.gov.in/regulations-guidelines/regulations/dna-profiling-bill,2019,,24950
550,THE ETHICS OF AI AS A UNESCO RECOMMENDATION,Argentina has participated from May 2020 to 31 July 2020 in the Global Online Consultation on the first version of the Draft Recommendation on the Ethics of AI of UNESCO.,Argentina,https://events.unesco.org/event/?id=2862999922&lang=1033,2020,2022,26894
551,THE EUROPEAN AI ALLIANCE,"An open multi-stakeholder platform with nearly 3800 members (October 2019), that was set up to provide broader input for the work of the AI high-level expert group, engaged in a broad and open discussion of all aspects of AI development and its impacts.",European Union,https://ec.europa.eu/digital-single-market/en/european-ai-alliance,2018,,23944
555,THE NATIONAL DIGITAL RESEARCH CENTRE,The National Digital Research Centre (NDRC) is a publicly funded early investor in digital technology start-ups.,Ireland,www.ndrc.ie,2007,,24179
556,THE NEXT GENERATION FOR ARTIFICIAL INTELLIGENCE PLAN,"The plan involves initiatives and goals for R&D, industrialization, talent development, education and skills acquisition, standard setting and regulations, ethical norms, and security.",China,http://fi.china-embassy.org/eng/kxjs/P020171025789108009001.pdf,2017,,24274
557,THE NORWEGIAN DATA INSPECTORATE,The Norwegian Data Protection Authority (DPA) is a public authority and independent body set up to protect the individual right to privacy.,Norway,https://www.datatilsynet.no/en/,1980,,24810
558,THE PUBLIC ATTITUDES TO SCIENCE SURVEY,"Mixed method social research carried out in six waves since 2000 (2000, 2005, 2008, 2011, 2014 and 2019). The 2019 wave includes a face to face survey of 1749 members of the public, a literature review, 4 online dialogues, 16 focus groups and 4 waves of social media analysis. The research includes both longitudinal elements supporting trends from 2000 and currently topical elements",United Kingdom,https://www.gov.uk/government/collections/public-attitudes-to-science,2000,,25504
560,TOWARDS AN AI STRATEGY IN MEXICO: HARNESSING THE AI REVOLUTION,White paper to lay the foundations for a National AI Strategy.,Mexico,https://www.oxfordinsights.com/mexico,2018,2018,24265
561,TOWARDS TRUSTWORTHY AI: MALTAS ETHICAL AI FRAMEWORK 2019,"A strong ethical AI framework as a supplement to the current legal and regulatory system is a core component of Malta’s AI strategy to ensure that AI development is ethically aligned, transparent and socially responsible.",Malta,https://malta.ai/wp-content/uploads/2019/10/Malta_Towards_Ethical_and_Trustworthy_AI_vFINAL.pdf,2019,,24993
562,Trialling automated vehicle technologies in public,This code of practice provides guidance on trialling automated vehicle technologies on public roads or in other public places in the UK. It makes recommendations on how to maintain safety and minimise potential risks.,United Kingdom,https://www.gov.uk/government/publications/trialling-automated-vehicle-technologies-in-public/code-of-practice-automated-vehicle-trialling,2019,,26805
563,TRILATERAL FRENCH-JAPANESE-GERMAN RESEARCH PROJECTS ON ARTIFICIAL INTELLIGENCE,"The Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) together with the French National Research Agency (ANR, France), and the Japan Science and Technology Agency (JST, Japan) is announcing the first trilateral call for research proposals on “Artificial Intelligence” (AI).",France,https://www.universite-lyon.fr/international-/launch-of-the-call-for-france-japan-germany-trilateral-projects-on-the-subject-of-artificial-intelligence-120288.kjsp,2019,,26493
564,TRILATERAL FRENCH-JAPANESE-GERMAN RESEARCH PROJECTS ON ARTIFICIAL INTELLIGENCE,"The Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) together with the French National Research Agency (ANR, France), and the Japan Science and Technology Agency (JST, Japan) is announcing the first trilateral call for research proposals on “Artificial Intelligence” (AI).",Germany,https://www.dfg.de/download/pdf/foerderung/internationales/dfg_jst_anr_call_text_2019.pdf,2019,,26502
565,TRILATERAL FRENCH-JAPANESE-GERMAN RESEARCH PROJECTS ON ARTIFICIAL INTELLIGENCE,"The Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) together with the French National Research Agency (ANR, France), and the Japan Science and Technology Agency (JST, Japan) is announcing the first trilateral call for research proposals on “Artificial Intelligence” (AI).",Japan,https://euraxess.ec.europa.eu/worldwide/japan/call-trilateral-french-japanese-german-research-projects-artificial,2019,,26503
567,TURKISH BRAIN PROJECT,This project will serve as a decision support system by offering the artificial intelligence algorithms considered to pave the way for many other practices in Turkey to the service of world of medicine.,Turkey,https://cbddo.gov.tr/en/news/4893/turkiye-de-bir-ilk-turk-beyin-projesi-cumhurbaskanligi-dijital-donusum-ofisi-ve-gazi-universitesi-is-birligi-ile-hayata-gecirildi-,2020,,26944
569,UAE National Programme For Artificial Intelligence,"The UAE National Program for Artificial Intelligence is a comprehensive and consolidated compilation of resources that highlight the advances in AI and Robotics, with special emphasis on the UAE’s policy objective to become a leading participant in the responsible use of AI and its tools, globally.",United Arab Emirates,https://ai.gov.ae,2017,,26877
570,UK AI COUNCIL,"The UK government has created a senior AI Council as an independent expert committee to advice on how to stimulate the adoption of AI, promote its ethical use and maximise its contribution to economic growth. The Council consists of leaders from business, academia and civil society.",United Kingdom,: www.gov.uk/government/news/leading-experts-appointed-to-ai-council-to-supercharge-the-uks-artificial-intelligence-sector,2019,,24194
573,Understanding the UK Artificial Intelligence (AI) Labour Market,The UK government is undertaking a survey of UK businesses and charities to help understand the UK AI labour market.,United Kingdom,https://www.gov.uk/government/news/understanding-the-uk-artificial-intelligence-ai-labour-market,2020,,26959
574,UNMANNED AIRCRAFT SYSTEMS,"Promotes the safe operation of unmanned aircraft systems (UAS) and enables the development of UAS technologies for use in agriculture, commerce, emergency management, human transportation, and other sectors.",United States,https://www.whitehouse.gov/presidential-actions/presidential-memorandum-secretary-transportation/,2017,,24337
575,Using Artificial Intelligence and Algorithms (Guidance),"On April 8, 2020, the US Federal Trade Commission (FTC) published a business blog, titled ""Using Artificial Intelligence and Algorithms""",United States,https://www.ftc.gov/news-events/blogs/business-blog/2020/04/using-artificial-intelligence-algorithms,2020,,26839
577,VERITAS,Veritas is a framework for financial institutions to promote the responsible adoption of Artificial Intelligence and Data Analytics,Singapore,https://www.mas.gov.sg/publications/monographs-or-information-paper/2018/FEAT,2019,,26738
578,Vietnam's Artificial Intelligence Day,Vietnam Artificial Intelligence Day (AI4VN) is a leading platform to present and get up-to-date with the most cutting-edge research outcomes and innovative developments in the field of AI and its applications for the sustainable development of the community.,Viet Nam,https://ai4vn.vnexpress.net/en,2019,,26882
579,VISION 2030 PROGRAM,"It delivers an economic reform plan to stimulate new industries and diversify the economy, facilitate public-private business models and, ultimately, reduce the country’s dependence on oil revenues. Vision 2030 views digital transformation as a key means to develop the economy by leveraging data, AI and industrial automation. Priority sectors, including for the launch of innovation centres, include healthcare, government services, sustainable energy and water, manufacturing, and mobility and transportation. The government is drafting its national AI strategy that aims to build an innovative and ethical AI ecosystem in Saudi Arabia by 2030.",Saudi Arabia,https://vision2030.gov.sa/en,2019,,26017
580,Welsh language technology action plan,The Welsh language technology action plan derives from the Welsh Government’s strategy Cymraeg 2050: A million Welsh speakers (2017).,United Kingdom,https://gov.wales/sites/default/files/publications/2018-12/welsh-language-technology-and-digital-media-action-plan.pdf,2018,,26880
581,WHITE HOUSE SELECT COMMITTEE ON AI UNDER THE NATIONAL SCIENCE AND TECHNOLOGY COUNCIL,The Select Committee consists of the most senior R&D officials across the Federal government and represents a whole-of-government approach to AI R&D planning and coordination.,United States,https://www.whitehouse.gov/ai/ai-american-innovation/,2019,,24280
582,WHITE HOUSE SUMMIT ON AI FOR INDUSTRY,"The summit brought together over 100 senior government officials, technical experts from top academic institutions, heads of industrial research labs, and American business leaders who are adopting AI technologies to benefit their customers, workers, and shareholders. At this summit, participants engaged in two sets of breakout sessions focused on cross-cutting issues such as AI R&D, workforce development, regulatory barriers to AI innovation, and sector-specific applications of AI..",United States,https://www.whitehouse.gov/wp-content/uploads/2018/05/Summary-Report-of-White-House-AI-Summit.pdf?latest,2018,2018,25000
583,WHITE HOUSE SUMMIT ON AI IN GOVERNMENT,"On September 9, 2019, The White House hosted The Summit on Artificial Intelligence (AI) in Government. The Summit brought together over 175 leaders and experts from government, industry, and academia to spark ideas for how the Federal government can adopt AI to achieve its mission and improve services to the American people.",United States,https://www.whitehouse.gov/wp-content/uploads/2019/09/Summary-of-White-House-Summit-on-AI-in-Government-September-2019.pdf,2019,2019,25002
