,doc_type,dest_title,source_title,dest_path,source_arxiv_url,match_type,matched_info,matched_text
334,nesta,A Practical Guide to Managing Risk in Machine Learning Models,GLocalX -- From Local to Global Explanations of Black Box AI Models,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2101.07685v2,by_author,Riccardo Guidotti," survey 
of such methods, see Riccardo Guidotti, Anna Monreale, Franco Turini,"
335,nesta,A Practical Guide to Managing Risk in Machine Learning Models,GLocalX -- From Local to Global Explanations of Black Box AI Models,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2101.07685v2,by_author,Anna Monreale,"thods, see Riccardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi"
336,nesta,A Practical Guide to Managing Risk in Machine Learning Models,GLocalX -- From Local to Global Explanations of Black Box AI Models,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2101.07685v2,by_author,Franco Turini,"ardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Gia"
337,nesta,A Practical Guide to Managing Risk in Machine Learning Models,GLocalX -- From Local to Global Explanations of Black Box AI Models,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2101.07685v2,by_author,Dino Pedreschi,"Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Giannotti, “A Surve"
338,nesta,A Practical Guide to Managing Risk in Machine Learning Models,GLocalX -- From Local to Global Explanations of Black Box AI Models,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2101.07685v2,by_author,Fosca Giannotti,"o Turini, Dino Pedreschi, and Fosca Giannotti, “A Survey Of Methods For 
Exp"
339,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Local Rule-Based Explanations of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1805.10820v1,by_author,Riccardo Guidotti," survey 
of such methods, see Riccardo Guidotti, Anna Monreale, Franco Turini,"
340,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Local Rule-Based Explanations of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1805.10820v1,by_author,Anna Monreale,"thods, see Riccardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi"
341,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Local Rule-Based Explanations of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1805.10820v1,by_author,Dino Pedreschi,"Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Giannotti, “A Surve"
342,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Local Rule-Based Explanations of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1805.10820v1,by_author,Franco Turini,"ardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Gia"
343,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Local Rule-Based Explanations of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1805.10820v1,by_author,Fosca Giannotti,"o Turini, Dino Pedreschi, and Fosca Giannotti, “A Survey Of Methods For 
Exp"
344,nesta,Governing AI - Upholding Human Rights and Dignity,Model Cards for Model Reporting,governing-ai-upholding-human-rights-and-dignity.txt,http://arxiv.org/abs/1810.03993v2,by_author,Timnit Gebru,"See, e.g., Joy Buolamwini and Timnit Gebru “Gender Shades: Intersectional"
345,nesta,Governing AI - Upholding Human Rights and Dignity,"""The Human Body is a Black Box"": Supporting Clinical Decision-Making
  with Deep Learning",governing-ai-upholding-human-rights-and-dignity.txt,http://arxiv.org/abs/1911.08089v2,by_author,Madeleine Elish,"with-it-4622ec1566d5.
26
 See Madeleine Elish and danah boyd, Situating Meth"
346,nesta,Regulation on Autonomous Driving,Model Cards for Model Reporting,regulation-on-autonomous-driving.txt,http://arxiv.org/abs/1810.03993v2,by_author,Timnit Gebru,"See, e.g., Joy Buolamwini and Timnit Gebru “Gender Shades: Intersectional"
347,nesta,Regulation on Autonomous Driving,"""The Human Body is a Black Box"": Supporting Clinical Decision-Making
  with Deep Learning",regulation-on-autonomous-driving.txt,http://arxiv.org/abs/1911.08089v2,by_author,Madeleine Elish,"with-it-4622ec1566d5.
26
 See Madeleine Elish and danah boyd, Situating Meth"
348,nesta,Unfairness by algorithm,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",unfairness-by-algorithm.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"ica.org/series/machine-bias
• Sandra Wachter, Brent Mittelstadt, & Luciano "
349,nesta,Unfairness by algorithm,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",unfairness-by-algorithm.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"achine-bias
• Sandra Wachter, Brent Mittelstadt, & Luciano Floridi, Why a righ"
350,nesta,Privacy 2030 - A New Vision for Europe,TED: Teaching AI to Explain its Decisions,privacy-2030-a-new-vision-for-europe.txt,http://arxiv.org/abs/1811.04896v2,by_author,Murray Campbell,"pg. 20) Evan Provan 
(pg. 21) Murray Campbell 
(pg. 22) Markus Spiske 
(pg. "
351,nesta,Artificial Intelligence: a strategic vision for Luxembourg,Model Cards for Model Reporting,artificial-intelligence-a-strategic-vision-for-luxembourg.txt,http://arxiv.org/abs/1810.03993v2,by_arxiv_id,1810.03993,"ine at https://arxiv.org/
abs/1810.03993
For more see “Datasheets for "
352,nesta,Perspectives on Issues in AI Governance,Model Cards for Model Reporting,perspectives-on-issues-in-ai-governance.txt,http://arxiv.org/abs/1810.03993v2,by_arxiv_id,1810.03993,"ine at https://arxiv.org/
abs/1810.03993
For more see “Datasheets for "
353,nesta,Finland's Age of Artificial Intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",finlands-age-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"loper, Unity Technologies Oy 
Samuel Kaski, Academy Professor, Aalto Univ"
354,nesta,Finland's Age of Artificial Intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",finlands-age-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"Anita Lehikoinen 
Minna Aila 
Samuel Kaski 
Ilkka Kivimäki 
Merja Fischer"
355,nesta,Mapping Regulatory Proposals For Artificial Intelligence In Europe,"What does it mean to solve the problem of discrimination in hiring?
  Social, technical and legal perspectives from the UK on automated hiring
  systems",mapping-regulatory-proposals-for-artificial-intelligence-in-europe.txt,http://arxiv.org/abs/1910.06144v2,by_author_abbreviation,L\. Edwards," remedy you are looking for”, L. Edwards; and M. Veale, 2017, ​availabl"
356,nesta,Mapping Regulatory Proposals For Artificial Intelligence In Europe,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",mapping-regulatory-proposals-for-artificial-intelligence-in-europe.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"ion 
Regulation”, S. Watcher; Brent Mittelstadt; and Luciano Floridi, Internat"
357,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","An Experimentation Platform for Explainable Coalition Situational
  Understanding",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2010.14388v2,by_author_abbreviation,H\. Taylor,"tegration with AI.
7  Russell H. Taylor, “A Perspective on Medical Rob"
358,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"s that are investing in AI.
- Yoshua Bengio, Director, Montreal Institute "
359,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"d some words of 
caution from Yoshua Bengio, Director of the 
Montréal Ins"
360,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"er perspective was offered by Yoshua Bengio. 
As discussed above, Dr. Beng"
361,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"m. 
Element AI, co-founded by Yoshua Bengio, is part 
research lab and par"
362,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"itute for Learning Algorithms Yoshua Bengio, Director, Professor, Universi"
363,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","`Why didn't you allocate this task to them?' Negotiation-Aware Task
  Allocation and Contrastive Explanation Generation",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2002.01640v3,by_author,Subbarao Kambhampati," research in Canada. In fact 
Subbarao Kambhampati of the Association for the 
Ad"
364,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems","`Why didn't you allocate this task to them?' Negotiation-Aware Task
  Allocation and Contrastive Explanation Generation",integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/2002.01640v3,by_author,Subbarao Kambhampati,"botics (by 
video conference)
Subbarao Kambhampati, Professor, Arizona State 
Uni"
365,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems",Interpretable Convolutional Filters with SincNet,integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"s that are investing in AI.
- Yoshua Bengio, Director, Montreal Institute "
366,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems",Interpretable Convolutional Filters with SincNet,integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"d some words of 
caution from Yoshua Bengio, Director of the 
Montréal Ins"
367,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems",Interpretable Convolutional Filters with SincNet,integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"er perspective was offered by Yoshua Bengio. 
As discussed above, Dr. Beng"
368,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems",Interpretable Convolutional Filters with SincNet,integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"m. 
Element AI, co-founded by Yoshua Bengio, is part 
research lab and par"
369,nesta,"Integrating Robotics, Artificial Intelligence and 3D Printing Technologies into Canada’s Healthcare Systems",Interpretable Convolutional Filters with SincNet,integrating-robotics-artificial-intelligence-and-3d-printing-technologies-into-canadas-healthcare-systems.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"itute for Learning Algorithms Yoshua Bengio, Director, Professor, Universi"
